YearMonth,source,target,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,Proportion delayed,Significant Delay
2021-01,Hoofddorp,Leiden Centraal,5,1,1,1,1,0.25,True
2021-01,Hoofddorp,Lelystad Centrum,40,9,0,0,28,0.225,True
2021-01,Hoofddorp,Schiphol Airport,5,0,0,0,0,0.0,False
2021-01,Hoofddorp,Utrecht Centraal,853,111,27,11,465,0.13182897862232779,False
2021-01,Hoofddorp,Weesp,39,3,0,0,15,0.07692307692307693,False
2021-01,Hoorn,Amsterdam Centraal,932,113,61,3,441,0.1216361679224973,False
2021-01,Hoorn,Haarlem,60,5,2,0,18,0.08333333333333333,False
2021-01,Hoorn,Hoofddorp,10,1,0,0,6,0.1,False
2021-01,Hoorn Kersenboogerd,Amsterdam Sloterdijk,9,1,0,0,3,0.1111111111111111,False
2021-01,Hoorn Kersenboogerd,Hoofddorp,217,20,2,1,102,0.09259259259259259,False
2021-01,Hoorn Kersenboogerd,Leiden Centraal,905,131,42,12,420,0.14669652855543114,False
2021-01,Innsbruck Hbf,Nürnberg Hbf,31,0,0,0,0,0.0,False
2021-01,Kaldenkirchen,Amsterdam Centraal,16,14,2,1,15,0.9333333333333333,True
2021-01,Köln Hbf,Amsterdam Centraal,7,3,0,0,7,0.42857142857142855,True
2021-01,Leeuwarden,Amersfoort Centraal,32,5,3,0,11,0.15625,False
2021-01,Leeuwarden,Amsterdam Centraal,33,8,0,0,21,0.24242424242424243,True
2021-01,Leeuwarden,Amsterdam Zuid,4,0,0,0,3,0.0,False
2021-01,Leeuwarden,Den Haag Centraal,482,76,14,1,292,0.158004158004158,False
2021-01,Leeuwarden,Meppel,894,79,8,1,152,0.08846584546472565,False
2021-01,Leeuwarden,Rotterdam Centraal,467,51,22,4,266,0.1101511879049676,False
2021-01,Leeuwarden,Utrecht Centraal,27,7,0,0,12,0.25925925925925924,True
2021-01,Leeuwarden,Zwolle,29,8,0,0,12,0.27586206896551724,True
2021-01,Leiden Centraal,Amsterdam Bijlmer ArenA,12,0,4,4,3,0.0,False
2021-01,Leiden Centraal,Den Haag Centraal,42,7,0,0,11,0.16666666666666666,False
2021-01,Leiden Centraal,Dordrecht,24,1,1,0,8,0.041666666666666664,False
2021-01,Leiden Centraal,Haarlem,540,77,9,8,95,0.14473684210526316,False
2021-01,Leiden Centraal,Hoorn Kersenboogerd,851,134,42,12,452,0.15971394517282478,False
2021-01,Leiden Centraal,Schiphol Airport,62,0,0,0,0,0.0,False
2021-01,Leiden Centraal,Utrecht Centraal,1169,172,27,13,375,0.14878892733564014,False
2021-01,Lelystad Centrum,Amsterdam Centraal,154,18,3,3,76,0.11920529801324503,False
2021-01,Lelystad Centrum,Den Haag Centraal,87,5,4,2,24,0.058823529411764705,False
2021-01,Lelystad Centrum,Dordrecht,646,129,66,11,389,0.2031496062992126,True
2021-01,Lelystad Centrum,Dronten,139,0,69,69,0,0.0,False
2021-01,Lelystad Centrum,Groningen,26,8,2,0,15,0.3076923076923077,True
2021-01,Lelystad Centrum,Hoofddorp,30,6,0,0,16,0.2,True
2021-01,Lelystad Centrum,Leeuwarden,20,4,1,0,11,0.2,True
2021-01,Lelystad Centrum,Venlo,25,6,1,0,25,0.24,True
2021-01,Lelystad Centrum,Weesp,10,0,1,1,1,0.0,False
2021-01,Lelystad Centrum,Zwolle,9,3,0,0,3,0.3333333333333333,True
2021-01,London St. Pancras Int.,Amsterdam Centraal,27,9,0,0,18,0.3333333333333333,True
2021-01,Maastricht,Alkmaar,537,83,27,1,295,0.15485074626865672,False
2021-01,Maastricht,Amsterdam Centraal,22,3,2,1,13,0.14285714285714285,False
2021-01,Maastricht,Den Helder,60,17,0,0,56,0.2833333333333333,True
2021-01,Maastricht,Eindhoven Centraal,56,18,0,0,23,0.32142857142857145,True
2021-01,Maastricht,Enkhuizen,250,31,12,1,207,0.12449799196787148,False
2021-01,Maastricht,Hoorn,30,12,1,0,24,0.4,True
2021-01,Maastricht,Hoorn Kersenboogerd,23,8,3,0,19,0.34782608695652173,True
2021-01,Maastricht,Schagen,106,18,9,1,63,0.17142857142857143,False
2021-01,Maastricht,Sittard,78,5,0,0,5,0.0641025641025641,False
2021-01,Meppel,Groningen,134,11,1,1,16,0.08270676691729323,False
2021-01,Meppel,Leeuwarden,871,64,5,3,118,0.07373271889400922,False
2021-01,Meppel,Zwolle,165,0,137,137,0,0.0,False
2021-01,Nijmegen,'s-Hertogenbosch,62,18,1,0,44,0.2903225806451613,True
2021-01,Nijmegen,Alkmaar,16,1,0,0,11,0.0625,False
2021-01,Nijmegen,Amsterdam Bijlmer ArenA,52,28,0,0,29,0.5384615384615384,True
2021-01,Nijmegen,Arnhem Centraal,177,19,0,0,33,0.10734463276836158,False
2021-01,Nijmegen,Den Helder,1034,100,49,1,788,0.0968054211035818,False
2021-01,Nijmegen,Dordrecht,323,57,10,1,222,0.17701863354037267,False
2021-01,Nijmegen,Schiphol Airport,896,131,46,4,495,0.1468609865470852,False
2021-01,Nijmegen,Utrecht Centraal,51,5,1,0,18,0.09803921568627451,False
2021-01,Nijmegen,Wijchen,44,5,1,1,12,0.11627906976744186,False
2021-01,Nijmegen,Zutphen,232,59,0,0,91,0.2543103448275862,True
2021-01,Nijmegen,Zwolle,25,8,0,0,21,0.32,True
2021-01,Nürnberg Hbf,Wien Hbf,31,0,0,0,0,0.0,False
2021-01,Oss,'s-Hertogenbosch,46,0,1,1,0,0.0,False
2021-01,Paris-Nord,Amsterdam Centraal,29,7,0,0,23,0.2413793103448276,True
2021-01,Rhenen,Alkmaar,9,0,1,0,7,0.0,False
2021-01,Rhenen,Amsterdam Centraal,13,2,0,0,4,0.15384615384615385,False
2021-01,Rhenen,Breukelen,1061,74,16,4,220,0.07000946073793755,False
2021-01,Rhenen,Den Helder,8,3,0,0,8,0.375,True
2021-01,Rhenen,Utrecht Centraal,31,7,0,0,8,0.22580645161290322,True
2021-01,Roermond,Eindhoven Centraal,10,0,0,0,1,0.0,False
2021-01,Roermond,Enkhuizen,6,1,0,0,6,0.16666666666666666,False
2021-01,Roermond,Maastricht,8,0,4,4,0,0.0,False
2021-01,Roermond,Schiphol Airport,32,10,1,1,17,0.3225806451612903,True
2021-01,Roermond,Sittard,132,0,66,66,0,0.0,False
2021-01,Roermond,Utrecht Centraal,20,1,0,0,2,0.05,False
2021-01,Roermond,Weesp,28,0,0,0,0,0.0,False
2021-01,Roosendaal,'s-Hertogenbosch,31,8,0,0,15,0.25806451612903225,True
2021-01,Roosendaal,Amsterdam Centraal,27,6,2,0,20,0.2222222222222222,True
2021-01,Roosendaal,Arnhem Centraal,65,16,4,1,40,0.25,True
2021-01,Roosendaal,Bergen op Zoom,20,14,0,0,14,0.7,True
2021-01,Roosendaal,Dordrecht,858,425,21,17,604,0.5053507728894173,True
2021-01,Roosendaal,Vlissingen,93,26,2,1,62,0.2826086956521739,True
2021-01,Roosendaal,Zwolle,1084,257,60,2,877,0.23752310536044363,True
2021-01,Rotterdam Centraal,Amersfoort Centraal,119,20,0,0,50,0.16806722689075632,False
2021-01,Rotterdam Centraal,Amsterdam Bijlmer ArenA,68,7,0,0,42,0.10294117647058823,False
2021-01,Rotterdam Centraal,Amsterdam Centraal,192,45,3,3,87,0.23809523809523808,True
2021-01,Rotterdam Centraal,Delft,12,0,0,0,0,0.0,False
2021-01,Rotterdam Centraal,Den Haag Centraal,43,5,0,0,17,0.11627906976744186,False
2021-01,Rotterdam Centraal,Dordrecht,81,19,2,2,24,0.24050632911392406,True
2021-01,Rotterdam Centraal,Eindhoven Centraal,11,0,1,1,2,0.0,False
2021-01,Rotterdam Centraal,Gouda Goverwelle,62,10,1,1,38,0.16393442622950818,False
2021-01,Rotterdam Centraal,Groningen,490,88,16,2,271,0.18032786885245902,False
2021-01,Rotterdam Centraal,Leeuwarden,442,43,12,0,238,0.09728506787330317,False
2021-01,Rotterdam Centraal,Lelystad Centrum,21,4,2,1,15,0.2,True
2021-01,Rotterdam Centraal,Schiphol Airport,52,6,0,0,15,0.11538461538461539,False
2021-01,Rotterdam Centraal,Uitgeest,1036,155,26,7,770,0.15063168124392615,False
2021-01,Rotterdam Centraal,Utrecht Centraal,134,22,4,4,72,0.16923076923076924,False
2021-01,Rotterdam Centraal,Vlissingen,20,6,0,0,15,0.3,True
2021-01,Rotterdam Centraal,Zwolle,103,20,0,0,45,0.1941747572815534,True
2021-01,Schagen,Maastricht,162,48,3,0,132,0.2962962962962963,True
2021-01,Schiphol Airport,Amersfoort Centraal,21,15,0,0,15,0.7142857142857143,True
2021-01,Schiphol Airport,Amersfoort Schothorst,528,131,10,5,188,0.25047801147227533,True
2021-01,Schiphol Airport,Amsterdam Bijlmer ArenA,8,1,1,1,1,0.14285714285714285,False
2021-01,Schiphol Airport,Amsterdam Centraal,14,1,0,0,4,0.07142857142857142,False
2021-01,Schiphol Airport,Brussel-Zuid/Midi,5,0,0,0,3,0.0,False
2021-01,Schiphol Airport,Den Haag Centraal,53,12,1,0,14,0.22641509433962265,True
2021-01,Schiphol Airport,Dordrecht,20,5,3,2,11,0.2777777777777778,True
2021-01,Schiphol Airport,Eindhoven Centraal,4,0,0,0,2,0.0,False
2021-01,Schiphol Airport,Enschede,554,70,27,3,263,0.12704174228675136,False
2021-01,Schiphol Airport,Hilversum,33,4,0,0,6,0.12121212121212122,False
2021-01,Schiphol Airport,Leiden Centraal,60,0,0,0,0,0.0,False
2021-01,Schiphol Airport,Nijmegen,954,195,27,5,420,0.2054794520547945,True
2021-01,Schiphol Airport,Roermond,32,11,0,0,22,0.34375,True
2021-01,Schiphol Airport,Rotterdam Centraal,52,12,0,0,20,0.23076923076923078,True
2021-01,Schiphol Airport,Utrecht Centraal,63,11,0,0,14,0.1746031746031746,False
2021-01,Schiphol Airport,Venlo,739,208,46,2,669,0.28222523744911804,True
2021-01,Schiphol Airport,Weert,31,4,0,0,17,0.12903225806451613,False
2021-01,Sittard,Heerlen,1002,314,5,5,314,0.3149448345035105,True
2021-01,Sittard,Maastricht,81,16,0,0,16,0.19753086419753085,True
2021-01,Sittard,Roermond,143,0,71,71,0,0.0,False
2021-01,Sittard,Weert,110,0,55,55,0,0.0,False
2021-01,Swalmen,Amsterdam Centraal,4,0,0,0,0,0.0,False
2021-01,Swalmen,Amsterdam Science Park,31,0,0,0,0,0.0,False
2021-01,Tiel,Den Haag Centraal,1099,126,21,4,644,0.11506849315068493,False
2021-01,Tiel,Utrecht Centraal,47,4,0,0,18,0.0851063829787234,False
2021-01,Tilburg,Dordrecht,20,8,0,0,13,0.4,True
2021-01,Tilburg Universiteit,Eindhoven Centraal,161,17,7,2,42,0.1069182389937107,False
2021-01,Tilburg Universiteit,Weert,890,174,9,0,424,0.19550561797752808,True
2021-01,Uitgeest,Alkmaar,13,0,0,0,0,0.0,False
2021-01,Uitgeest,Amsterdam Centraal,112,14,2,1,31,0.12612612612612611,False
2021-01,Uitgeest,Rotterdam Centraal,1030,168,15,7,639,0.16422287390029325,False
2021-01,Utrecht Centraal,'s-Hertogenbosch,607,65,8,2,200,0.10743801652892562,False
2021-01,Utrecht Centraal,Almere Centrum,915,163,37,11,400,0.18030973451327434,False
2021-01,Utrecht Centraal,Amersfoort Schothorst,5,2,0,0,3,0.4,True
2021-01,Utrecht Centraal,Amersfoort Vathorst,66,6,0,0,18,0.09090909090909091,False
2021-01,Utrecht Centraal,Amsterdam Centraal,56,4,5,5,12,0.0784313725490196,False
2021-01,Utrecht Centraal,Arnhem Centraal,10,3,0,0,3,0.3,True
2021-01,Utrecht Centraal,Baarn,1113,92,17,17,714,0.08394160583941605,False
2021-01,Utrecht Centraal,Breukelen,31,5,0,0,6,0.16129032258064516,False
2021-01,Utrecht Centraal,Den Haag Centraal,41,9,2,1,16,0.225,True
2021-01,Utrecht Centraal,Den Helder,14,1,0,0,11,0.07142857142857142,False
2021-01,Utrecht Centraal,Dordrecht,4,0,0,0,1,0.0,False
2021-01,Utrecht Centraal,Enkhuizen,8,0,0,0,4,0.0,False
2021-01,Utrecht Centraal,Enschede,5,1,0,0,1,0.2,True
2021-01,Utrecht Centraal,Frankfurt (M) Hbf,11,0,0,0,5,0.0,False
2021-01,Utrecht Centraal,Hilversum,139,18,11,11,30,0.140625,False
2021-01,Utrecht Centraal,Hoofddorp,905,88,27,7,448,0.09799554565701558,False
2021-01,Utrecht Centraal,Leeuwarden,21,1,1,0,10,0.047619047619047616,False
2021-01,Utrecht Centraal,Leiden Centraal,1175,104,32,14,532,0.08957795004306632,False
2021-01,Utrecht Centraal,Maastricht,21,5,2,0,9,0.23809523809523808,True
2021-01,Utrecht Centraal,Nijmegen,86,32,1,0,48,0.37209302325581395,True
2021-01,Utrecht Centraal,Rhenen,42,9,3,1,14,0.21951219512195122,True
2021-01,Utrecht Centraal,Roermond,22,17,0,0,19,0.7727272727272727,True
2021-01,Utrecht Centraal,Rotterdam Centraal,217,44,7,5,112,0.20754716981132076,True
2021-01,Utrecht Centraal,Schiphol Airport,133,53,0,0,85,0.39849624060150374,True
2021-01,Utrecht Centraal,Tiel,54,9,0,0,38,0.16666666666666666,False
2021-01,Utrecht Centraal,Weert,20,4,0,0,8,0.2,True
2021-01,Utrecht Centraal,Woerden,38,0,19,19,0,0.0,False
2021-01,Utrecht Centraal,Zwolle,1026,127,22,6,438,0.12450980392156863,False
2021-01,Utrecht Overvecht,Hilversum,147,0,94,94,0,0.0,False
2021-01,Venlo,Amsterdam Bijlmer ArenA,32,3,0,0,21,0.09375,False
2021-01,Venlo,Dordrecht,281,52,24,0,218,0.18505338078291814,False
2021-01,Venlo,Eindhoven Centraal,174,67,9,2,106,0.38953488372093026,True
2021-01,Venlo,Lelystad Centrum,25,6,0,0,19,0.24,True
2021-01,Venlo,Schiphol Airport,618,123,19,5,436,0.200652528548124,True
2021-01,Vlissingen,Amsterdam Centraal,1147,206,68,4,914,0.18022747156605423,False
2021-01,Vlissingen,Roosendaal,33,3,0,0,11,0.09090909090909091,False
2021-01,Vlissingen,Rotterdam Centraal,31,15,0,0,23,0.4838709677419355,True
2021-01,Weert,Eindhoven Centraal,40,7,0,0,11,0.175,False
2021-01,Weert,Schiphol Airport,29,4,0,0,13,0.13793103448275862,False
2021-01,Weert,Sittard,120,0,62,60,0,0.0,False
2021-01,Weert,Tilburg Universiteit,905,259,19,0,414,0.2861878453038674,True
2021-01,Weert,Utrecht Centraal,22,0,0,0,3,0.0,False
2021-01,Weesp,Amersfoort Centraal,28,6,1,1,6,0.2222222222222222,True
2021-01,Weesp,Amersfoort Vathorst,61,17,0,0,26,0.2786885245901639,True
2021-01,Weesp,Amsterdam Centraal,296,1,80,77,1,0.0045662100456621,False
2021-01,Weesp,Lelystad Centrum,7,0,0,0,0,0.0,False
2021-01,Weesp,Zwolle,65,1,0,0,10,0.015384615384615385,False
2021-01,Wien Hbf,Nürnberg Hbf,31,0,0,0,0,0.0,False
2021-01,Wijchen,Zutphen,721,203,9,5,436,0.2835195530726257,True
2021-01,Woerden,'s-Hertogenbosch,562,64,3,1,328,0.1140819964349376,False
2021-01,Woerden,Den Haag Centraal,17,3,0,0,10,0.17647058823529413,False
2021-01,Woerden,Utrecht Centraal,36,1,17,17,1,0.05263157894736842,False
2021-01,Zaandam,Alkmaar,13,0,0,0,0,0.0,False
2021-01,Zandvoort aan Zee,Amsterdam Centraal,1025,113,23,7,196,0.11100196463654224,False
2021-01,Zandvoort aan Zee,Haarlem,161,10,1,1,10,0.0625,False
2021-01,Zutphen,Arnhem Centraal,31,7,0,0,11,0.22580645161290322,True
2021-01,Zutphen,Nijmegen,246,18,1,1,115,0.07346938775510205,False
2021-01,Zutphen,Roosendaal,37,4,2,1,22,0.1111111111111111,False
2021-01,Zutphen,Wijchen,672,85,31,2,295,0.12686567164179105,False
2021-01,Zutphen,Zwolle,25,7,0,0,17,0.28,True
2021-01,Zwolle,'t Harde,69,5,0,0,9,0.07246376811594203,False
2021-01,Zwolle,Amsterdam Centraal,986,169,26,11,488,0.17333333333333334,False
2021-01,Zwolle,Arnhem Centraal,62,12,0,0,32,0.1935483870967742,True
2021-01,Zwolle,Den Haag Centraal,90,11,0,0,36,0.12222222222222222,False
2021-01,Zwolle,Dronten,67,2,2,2,4,0.03076923076923077,False
2021-01,Zwolle,Groningen,958,99,16,8,265,0.10421052631578948,False
2021-01,Zwolle,Leeuwarden,58,18,1,0,23,0.3103448275862069,True
2021-01,Zwolle,Lelystad Centrum,29,6,0,0,6,0.20689655172413793,True
2021-01,Zwolle,Meppel,232,0,136,136,0,0.0,False
2021-01,Zwolle,Nijmegen,32,4,2,1,21,0.12903225806451613,False
2021-01,Zwolle,Roosendaal,1054,143,70,5,733,0.1363203050524309,False
2021-01,Zwolle,Rotterdam Centraal,95,12,2,0,37,0.12631578947368421,False
2021-01,Zwolle,Utrecht Centraal,1063,215,27,13,582,0.20476190476190476,True
2021-01,Zwolle,Weesp,67,3,1,1,16,0.045454545454545456,False
2021-02,'s-Hertogenbosch,Arnhem Centraal,44,15,4,2,37,0.35714285714285715,True
2021-02,'s-Hertogenbosch,Boxtel,27,0,0,0,0,0.0,False
2021-02,'s-Hertogenbosch,Deurne,858,204,42,19,500,0.2431466030989273,True
2021-02,'s-Hertogenbosch,Dordrecht,48,20,5,2,29,0.43478260869565216,True
2021-02,'s-Hertogenbosch,Eindhoven Centraal,233,58,19,19,96,0.27102803738317754,True
2021-02,'s-Hertogenbosch,Nijmegen,12,2,3,3,8,0.2222222222222222,True
2021-02,'s-Hertogenbosch,Roosendaal,31,1,3,1,6,0.03333333333333333,False
2021-02,'s-Hertogenbosch,Utrecht Centraal,480,28,100,39,167,0.06349206349206349,False
2021-02,'s-Hertogenbosch,Woerden,567,26,167,4,268,0.046181172291296625,False
2021-02,Alkmaar,Amsterdam Centraal,122,11,8,7,42,0.09565217391304348,False
2021-02,Alkmaar,Den Helder,293,18,1,0,121,0.06143344709897611,False
2021-02,Alkmaar,Hoorn,259,20,3,2,74,0.07782101167315175,False
2021-02,Alkmaar,Maastricht,319,62,114,58,161,0.23754789272030652,True
2021-02,Alkmaar,Rotterdam Centraal,17,4,2,2,12,0.26666666666666666,True
2021-02,Alkmaar,Uitgeest,809,0,51,51,0,0.0,False
2021-02,Alkmaar,Wormerveer,17,12,2,2,15,0.8,True
2021-02,Alkmaar,Zaandam,541,2,59,59,15,0.004149377593360996,False
2021-02,Almelo,Apeldoorn,603,81,62,40,218,0.1438721136767318,False
2021-02,Almelo,Deventer,103,12,8,6,34,0.12371134020618557,False
2021-02,Almere Centrum,Amsterdam Centraal,964,82,499,499,82,0.17634408602150536,False
2021-02,Almere Centrum,Den Haag Centraal,10,3,1,1,3,0.3333333333333333,True
2021-02,Almere Centrum,Lelystad Centrum,12,4,0,0,4,0.3333333333333333,True
2021-02,Almere Centrum,Utrecht Centraal,704,56,264,262,115,0.12669683257918551,False
2021-02,Almere Oostvaarders,Duivendrecht,71,2,35,35,4,0.05555555555555555,False
2021-02,Almere Oostvaarders,Hoofddorp,976,79,101,90,378,0.08916478555304741,False
2021-02,Alphen a/d Rijn,Gouda,145,0,71,71,0,0.0,False
2021-02,Alphen a/d Rijn,Leiden Centraal,20,4,2,2,6,0.2222222222222222,True
2021-02,Amersfoort Centraal,Amsterdam Centraal,1039,78,476,470,158,0.13708260105448156,False
2021-02,Amersfoort Centraal,Apeldoorn,43,16,1,1,16,0.38095238095238093,True
2021-02,Amersfoort Centraal,Berlin Hbf,4,0,0,0,4,0.0,False
2021-02,Amersfoort Centraal,Den Haag Centraal,6,0,3,3,0,0.0,False
2021-02,Amersfoort Centraal,Deventer,227,0,113,113,0,0.0,False
2021-02,Amersfoort Centraal,Groningen,4,0,1,1,1,0.0,False
2021-02,Amersfoort Centraal,Schiphol Airport,101,6,20,17,19,0.07142857142857142,False
2021-02,Amersfoort Centraal,Utrecht Centraal,24,9,2,2,14,0.4090909090909091,True
2021-02,Amersfoort Centraal,Zwolle,8,1,0,0,3,0.125,False
2021-02,Amersfoort Schothorst,Den Haag Centraal,527,37,172,123,135,0.09158415841584158,False
2021-02,Amersfoort Schothorst,Schiphol Airport,427,24,244,234,63,0.12435233160621761,False
2021-02,Amersfoort Schothorst,Utrecht Centraal,62,13,6,6,17,0.23214285714285715,True
2021-02,Amersfoort Vathorst,Amsterdam Centraal,947,143,110,42,463,0.1580110497237569,False
2021-02,Amsterdam Bijlmer ArenA,Leiden Centraal,12,1,0,0,1,0.08333333333333333,False
2021-02,Amsterdam Bijlmer ArenA,Schiphol Airport,4,0,4,4,0,0.0,False
2021-02,Amsterdam Centraal,Alkmaar,158,18,19,11,80,0.12244897959183673,False
2021-02,Amsterdam Centraal,Almere Centrum,961,91,484,484,91,0.19077568134171907,True
2021-02,Amsterdam Centraal,Amersfoort Centraal,1078,147,486,481,201,0.24623115577889448,True
2021-02,Amsterdam Centraal,Amersfoort Vathorst,905,262,97,44,588,0.3042973286875726,True
2021-02,Amsterdam Centraal,Amsterdam Muiderpoort,4,1,0,0,1,0.25,True
2021-02,Amsterdam Centraal,Bad Bentheim,19,3,5,5,11,0.21428571428571427,True
2021-02,Amsterdam Centraal,Basel SBB,26,0,4,3,15,0.0,False
2021-02,Amsterdam Centraal,Berlin Hbf,146,5,17,17,103,0.03875968992248062,False
2021-02,Amsterdam Centraal,Breda,898,214,185,139,319,0.28194993412384717,True
2021-02,Amsterdam Centraal,Breukelen,4,0,0,0,3,0.0,False
2021-02,Amsterdam Centraal,Brussel-Zuid/Midi,344,15,46,43,164,0.04983388704318937,False
2021-02,Amsterdam Centraal,Den Haag Centraal,2002,221,415,374,900,0.13574938574938575,False
2021-02,Amsterdam Centraal,Den Haag HS,16,5,2,2,11,0.35714285714285715,True
2021-02,Amsterdam Centraal,Den Helder,101,11,36,36,52,0.16923076923076924,False
2021-02,Amsterdam Centraal,Dordrecht,28,6,5,5,16,0.2608695652173913,True
2021-02,Amsterdam Centraal,Dronten,31,0,0,0,11,0.0,False
2021-02,Amsterdam Centraal,Eindhoven Centraal,4,2,2,2,2,1.0,True
2021-02,Amsterdam Centraal,Enkhuizen,643,100,43,41,267,0.16611295681063123,False
2021-02,Amsterdam Centraal,Frankfurt (M) Hbf,157,17,38,29,77,0.1328125,False
2021-02,Amsterdam Centraal,Groningen,33,10,16,16,13,0.5882352941176471,True
2021-02,Amsterdam Centraal,Haarlem,51,2,7,7,9,0.045454545454545456,False
2021-02,Amsterdam Centraal,Hannover Hbf,24,4,5,5,19,0.21052631578947367,True
2021-02,Amsterdam Centraal,Hilversum,8,1,0,0,3,0.125,False
2021-02,Amsterdam Centraal,Hoofddorp,1114,61,364,364,133,0.08133333333333333,False
2021-02,Amsterdam Centraal,Hoorn,625,84,104,67,435,0.15053763440860216,False
2021-02,Amsterdam Centraal,Köln Hbf,4,1,1,0,2,0.25,True
2021-02,Amsterdam Centraal,Leeuwarden,33,4,16,16,12,0.23529411764705882,True
2021-02,Amsterdam Centraal,Lelystad Centrum,83,9,9,8,30,0.12,False
2021-02,Amsterdam Centraal,London St. Pancras Int.,26,1,3,0,9,0.038461538461538464,False
2021-02,Amsterdam Centraal,Maastricht,180,30,42,33,98,0.20408163265306123,True
2021-02,Amsterdam Centraal,Nijmegen,80,13,37,35,42,0.28888888888888886,True
2021-02,Amsterdam Centraal,Paris-Nord,28,2,3,0,20,0.07142857142857142,False
2021-02,Amsterdam Centraal,Roosendaal,56,19,12,10,36,0.41304347826086957,True
2021-02,Amsterdam Centraal,Rotterdam Centraal,152,13,47,46,67,0.12264150943396226,False
2021-02,Amsterdam Centraal,Uitgeest,383,35,8,5,232,0.09259259259259259,False
2021-02,Amsterdam Centraal,Utrecht Centraal,103,29,10,10,46,0.3118279569892473,True
2021-02,Amsterdam Centraal,Vlissingen,1238,311,340,143,917,0.28401826484018267,True
2021-02,Amsterdam Centraal,Weesp,15,3,1,1,4,0.21428571428571427,True
2021-02,Amsterdam Centraal,Zaandam,17,5,0,0,5,0.29411764705882354,True
2021-02,Amsterdam Centraal,Zandvoort aan Zee,994,138,83,67,423,0.1488673139158576,False
2021-02,Amsterdam Centraal,Zwolle,955,161,137,101,441,0.1885245901639344,True
2021-02,Amsterdam Muiderpoort,Amsterdam Centraal,4,1,0,0,1,0.25,True
2021-02,Amsterdam Muiderpoort,Amsterdam Science Park,8,0,0,0,0,0.0,False
2021-02,Amsterdam RAI,Amsterdam Zuid,141,0,69,69,0,0.0,False
2021-02,Amsterdam Science Park,Amsterdam Muiderpoort,8,0,0,0,0,0.0,False
2021-02,Amsterdam Sloterdijk,Zaandam,817,0,555,555,0,0.0,False
2021-02,Amsterdam Zuid,Amsterdam RAI,135,0,67,67,0,0.0,False
2021-02,Amsterdam Zuid,Nijmegen,64,2,56,55,3,0.2222222222222222,True
2021-02,Apeldoorn,Almelo,557,71,43,41,288,0.1375968992248062,False
2021-02,Apeldoorn,Amersfoort Centraal,41,20,2,2,20,0.5128205128205128,True
2021-02,Apeldoorn,Apeldoorn Osseveld,313,0,244,244,0,0.0,False
2021-02,Apeldoorn,Den Haag Centraal,185,19,31,2,99,0.10382513661202186,False
2021-02,Apeldoorn,Deventer,559,15,423,423,18,0.11029411764705882,False
2021-02,Apeldoorn,Enschede,144,15,11,11,68,0.11278195488721804,False
2021-02,Apeldoorn,Schiphol Airport,177,23,13,2,62,0.13142857142857142,False
2021-02,Apeldoorn,Utrecht Centraal,7,4,0,0,4,0.5714285714285714,True
2021-02,Apeldoorn Osseveld,Apeldoorn,314,0,242,242,0,0.0,False
2021-02,Arnhem Centraal,Amsterdam Zuid,4,0,4,4,0,0.0,False
2021-02,Arnhem Centraal,Dordrecht,731,123,131,31,490,0.1757142857142857,False
2021-02,Arnhem Centraal,Ede-Wageningen,695,80,25,21,122,0.11869436201780416,False
2021-02,Arnhem Centraal,Nijmegen,154,14,28,27,16,0.11023622047244094,False
2021-02,Arnhem Centraal,Roosendaal,48,6,3,1,16,0.1276595744680851,False
2021-02,Arnhem Centraal,Schiphol Airport,53,6,16,16,18,0.16216216216216217,False
2021-02,Arnhem Centraal,Tilburg,27,1,0,0,16,0.037037037037037035,False
2021-02,Arnhem Centraal,Utrecht Centraal,133,105,17,15,108,0.8898305084745762,True
2021-02,Arnhem Centraal,Zwolle,32,14,4,3,24,0.4827586206896552,True
