YearMonth,source,target,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,Proportion delayed,Significant Delay
2024-06,Arnhem Centraal,Zwolle,27,3,0,0,18,0.1111111111111111,False
2024-06,Assen,Beilen,4,1,0,0,1,0.25,True
2024-06,Assen,Groningen,196,45,4,4,63,0.234375,True
2024-06,Baarn,Utrecht Centraal,856,59,8,8,648,0.0695754716981132,False
2024-06,Basel SBB,Amsterdam Centraal,27,24,0,0,27,0.8888888888888888,True
2024-06,Bergen op Zoom,Amsterdam Centraal,20,4,1,0,17,0.2,True
2024-06,Berlin Ostbahnhof,Amersfoort Centraal,14,9,0,0,14,0.6428571428571429,True
2024-06,Berlin Ostbahnhof,Amsterdam Centraal,166,123,5,3,163,0.754601226993865,True
2024-06,Boxtel,'s-Hertogenbosch,1417,0,0,0,0,0.0,False
2024-06,Boxtel,Deurne,183,72,5,1,134,0.3956043956043956,True
2024-06,Boxtel,Eindhoven Centraal,9,3,0,0,4,0.3333333333333333,True
2024-06,Boxtel,Venlo,198,52,3,0,129,0.26262626262626265,True
2024-06,Boxtel,Vught,8,0,0,0,0,0.0,False
2024-06,Breda,Amsterdam Centraal,411,233,54,36,319,0.6213333333333333,True
2024-06,Breda,Amsterdam Zuid,13,8,2,0,10,0.6153846153846154,True
2024-06,Breda,Arnhem Centraal,16,3,0,0,16,0.1875,False
2024-06,Breda,Brussel-Zuid Midi,16,1,0,0,4,0.0625,False
2024-06,Breda,Dordrecht,48,9,0,0,16,0.1875,False
2024-06,Breda,Eindhoven Centraal,37,4,1,1,14,0.1111111111111111,False
2024-06,Breda,Nijmegen,46,7,1,1,45,0.15555555555555556,False
2024-06,Breda,Noorderkempen,32,0,0,0,0,0.0,False
2024-06,Breda,Roosendaal,26,5,0,0,8,0.19230769230769232,True
2024-06,Breda,Rotterdam Centraal,5,1,0,0,1,0.2,True
2024-06,Breukelen,Driebergen-Zeist,40,11,0,0,20,0.275,True
2024-06,Breukelen,Rhenen,992,162,31,9,955,0.16480162767039674,False
2024-06,Breukelen,Utrecht Centraal,25,2,0,0,3,0.08,False
2024-06,Brussel-Zuid Midi,Amsterdam Centraal,497,353,47,22,463,0.7431578947368421,True
2024-06,Brussel-Zuid Midi,Breda,16,0,1,1,6,0.0,False
2024-06,Brussel-Zuid Midi,Rotterdam Centraal,25,15,4,2,18,0.6521739130434783,True
2024-06,Delft,Den Haag HS,64,0,0,0,0,0.0,False
2024-06,Delft,Dordrecht,8,0,0,0,2,0.0,False
2024-06,Delft,Roosendaal,5,0,0,0,5,0.0,False
2024-06,Delft,Rotterdam Centraal,38,7,0,0,10,0.18421052631578946,False
2024-06,Den Haag Centraal,'s-Hertogenbosch,660,484,8,0,615,0.7333333333333333,True
2024-06,Den Haag Centraal,Akkrum,294,86,33,5,236,0.2975778546712803,True
2024-06,Den Haag Centraal,Almere Oostvaarders,116,26,6,2,104,0.22807017543859648,True
2024-06,Den Haag Centraal,Amersfoort Centraal,60,14,1,0,18,0.23333333333333334,True
2024-06,Den Haag Centraal,Amersfoort Schothorst,446,78,27,5,165,0.17687074829931973,False
2024-06,Den Haag Centraal,Amsterdam Centraal,1197,285,15,5,825,0.23909395973154363,True
2024-06,Den Haag Centraal,Amsterdam Sloterdijk,37,9,2,1,12,0.25,True
2024-06,Den Haag Centraal,Apeldoorn,17,6,0,0,8,0.35294117647058826,True
2024-06,Den Haag Centraal,Den Haag HS,34,2,0,0,2,0.058823529411764705,False
2024-06,Den Haag Centraal,Den Haag Ypenburg,74,0,0,0,0,0.0,False
2024-06,Den Haag Centraal,Dordrecht,1665,302,48,18,1450,0.18336369156041288,False
2024-06,Den Haag Centraal,Eindhoven Centraal,822,370,88,30,661,0.4671717171717172,True
2024-06,Den Haag Centraal,Enschede,449,72,31,4,232,0.16179775280898875,False
2024-06,Den Haag Centraal,Gouda,4,0,0,0,0,0.0,False
2024-06,Den Haag Centraal,Gouda Goverwelle,186,27,2,2,93,0.14673913043478262,False
2024-06,Den Haag Centraal,Groningen,503,178,18,2,381,0.35528942115768464,True
2024-06,Den Haag Centraal,Haarlem,528,158,4,3,329,0.30095238095238097,True
2024-06,Den Haag Centraal,Hoorn,16,3,1,1,11,0.2,True
2024-06,Den Haag Centraal,Hoorn Kersenboogerd,462,119,33,5,361,0.2603938730853392,True
2024-06,Den Haag Centraal,Leeuwarden,210,59,18,0,171,0.28095238095238095,True
2024-06,Den Haag Centraal,Leiden Centraal,148,3,0,0,27,0.02027027027027027,False
2024-06,Den Haag Centraal,Roosendaal,71,15,0,0,68,0.2112676056338028,True
2024-06,Den Haag Centraal,Rotterdam Centraal,127,16,1,1,72,0.12698412698412698,False
2024-06,Den Haag Centraal,Rotterdam Lombardijen,25,0,0,0,20,0.0,False
2024-06,Den Haag Centraal,Schiphol Airport,88,18,0,0,22,0.20454545454545456,True
2024-06,Den Haag Centraal,Tiel,410,95,13,0,395,0.23170731707317074,True
2024-06,Den Haag Centraal,Uitgeest,69,13,2,0,57,0.18840579710144928,True
2024-06,Den Haag Centraal,Utrecht Centraal,779,92,59,55,140,0.1270718232044199,False
2024-06,Den Haag Centraal,Zwolle,21,8,1,0,13,0.38095238095238093,True
2024-06,Den Haag HS,Delft,67,0,0,0,0,0.0,False
2024-06,Den Haag HS,Den Haag Centraal,34,6,0,0,6,0.17647058823529413,False
2024-06,Den Haag HS,Dordrecht,71,6,0,0,57,0.08450704225352113,False
2024-06,Den Haag HS,Eindhoven Centraal,20,7,0,0,14,0.35,True
2024-06,Den Haag HS,Leiden Centraal,17,4,0,0,8,0.23529411764705882,True
2024-06,Den Haag HS,Roosendaal,6,3,0,0,6,0.5,True
2024-06,Den Haag HS,Rotterdam Centraal,13,3,0,0,7,0.23076923076923078,True
2024-06,Den Haag Ypenburg,Den Haag Centraal,71,1,0,0,1,0.014084507042253521,False
2024-06,Den Haag Ypenburg,Gouda Goverwelle,4,1,0,0,1,0.25,True
2024-06,Den Haag Ypenburg,Tiel,67,11,1,0,67,0.16417910447761194,False
2024-06,Den Helder,'s-Hertogenbosch,6,4,0,0,5,0.6666666666666666,True
2024-06,Den Helder,Alkmaar,11,0,0,0,5,0.0,False
2024-06,Den Helder,Amsterdam Centraal,173,38,4,0,120,0.21965317919075145,True
2024-06,Den Helder,Arnhem Centraal,4,2,0,0,3,0.5,True
2024-06,Den Helder,Maastricht,31,19,5,1,30,0.6333333333333333,True
2024-06,Den Helder,Nijmegen,932,157,109,11,829,0.17046688382193267,False
2024-06,Den Helder,Schiphol Airport,69,12,1,0,49,0.17391304347826086,False
2024-06,Deurne,'s-Hertogenbosch,648,183,24,5,493,0.2846034214618974,True
2024-06,Deurne,Boxtel,186,58,5,0,132,0.3118279569892473,True
2024-06,Deurne,Eindhoven Centraal,40,18,1,1,24,0.46153846153846156,True
2024-06,Deurne,Oss,26,6,0,0,17,0.23076923076923078,True
2024-06,Deventer,Almelo,63,7,4,4,21,0.11864406779661017,False
2024-06,Deventer,Amsterdam Centraal,261,115,7,4,156,0.4474708171206226,True
2024-06,Deventer,Apeldoorn,101,0,1,1,1,0.0,False
2024-06,Deventer,Den Haag Centraal,4,0,0,0,1,0.0,False
2024-06,Deventer,Enschede,90,18,1,1,48,0.20224719101123595,True
2024-06,Deventer,Rotterdam Centraal,6,2,0,0,4,0.3333333333333333,True
2024-06,Dieren,Arnhem Centraal,146,0,0,0,0,0.0,False
2024-06,Dieren,Zutphen,72,0,0,0,0,0.0,False
2024-06,Dordrecht,'s-Hertogenbosch,136,50,6,2,113,0.373134328358209,True
2024-06,Dordrecht,Amsterdam Centraal,60,10,2,0,55,0.16666666666666666,False
2024-06,Dordrecht,Arnhem Centraal,395,77,33,0,387,0.1949367088607595,True
2024-06,Dordrecht,Breda,30,6,0,0,15,0.2,True
2024-06,Dordrecht,Delft,7,1,0,0,4,0.14285714285714285,False
2024-06,Dordrecht,Den Haag Centraal,1671,405,40,14,1207,0.2444176222088111,True
2024-06,Dordrecht,Den Haag HS,66,13,1,0,46,0.19696969696969696,True
2024-06,Dordrecht,Eindhoven Centraal,147,39,8,2,117,0.2689655172413793,True
2024-06,Dordrecht,Leiden Centraal,50,17,0,0,30,0.34,True
2024-06,Dordrecht,Lelystad Centrum,242,56,30,9,196,0.24034334763948498,True
2024-06,Dordrecht,Nijmegen,390,111,21,2,380,0.2860824742268041,True
2024-06,Dordrecht,Roosendaal,824,132,20,11,447,0.16236162361623616,False
2024-06,Dordrecht,Rotterdam Centraal,100,21,7,7,50,0.22580645161290322,True
2024-06,Dordrecht,Utrecht Centraal,23,16,0,0,20,0.6956521739130435,True
2024-06,Dordrecht,Venlo,395,113,36,1,384,0.2868020304568528,True
2024-06,Dordrecht,Vlissingen,5,1,0,0,4,0.2,True
2024-06,Dordrecht,Weert,96,35,2,0,82,0.3645833333333333,True
2024-06,Dordrecht,Zwijndrecht,27,0,2,2,0,0.0,False
2024-06,Driebergen-Zeist,Breukelen,45,15,0,0,24,0.3333333333333333,True
2024-06,Driebergen-Zeist,Uitgeest,144,32,19,9,126,0.23703703703703705,True
2024-06,Driebergen-Zeist,Utrecht Centraal,21,3,2,2,5,0.15789473684210525,False
2024-06,Düsseldorf Hbf,Amsterdam Centraal,15,11,0,0,14,0.7333333333333333,True
2024-06,Ede-Wageningen,Arnhem Centraal,863,195,10,10,315,0.22860492379835873,True
2024-06,Eindhoven Centraal,'s-Hertogenbosch,43,10,1,1,18,0.23809523809523808,True
2024-06,Eindhoven Centraal,Amsterdam Centraal,210,79,24,0,161,0.3761904761904762,True
2024-06,Eindhoven Centraal,Boxtel,16,6,0,0,7,0.375,True
2024-06,Eindhoven Centraal,Breda,35,5,1,1,9,0.14705882352941177,False
2024-06,Eindhoven Centraal,Den Haag Centraal,847,318,202,20,641,0.3845223700120919,True
2024-06,Eindhoven Centraal,Deurne,64,22,0,0,33,0.34375,True
2024-06,Eindhoven Centraal,Dordrecht,132,41,8,2,120,0.3153846153846154,True
2024-06,Eindhoven Centraal,Enkhuizen,45,4,2,1,31,0.09090909090909091,False
2024-06,Eindhoven Centraal,Heerlen,361,149,12,0,206,0.41274238227146814,True
2024-06,Eindhoven Centraal,Maastricht,46,39,3,1,40,0.8666666666666667,True
2024-06,Eindhoven Centraal,Oss,57,0,0,0,0,0.0,False
2024-06,Eindhoven Centraal,Roermond,64,12,1,0,21,0.1875,False
2024-06,Eindhoven Centraal,Roosendaal,11,3,0,0,8,0.2727272727272727,True
2024-06,Eindhoven Centraal,Rotterdam Centraal,83,41,3,2,57,0.5061728395061729,True
2024-06,Eindhoven Centraal,Schiphol Airport,65,16,0,0,61,0.24615384615384617,True
2024-06,Eindhoven Centraal,Tilburg Universiteit,322,77,6,1,212,0.2398753894080997,True
2024-06,Eindhoven Centraal,Utrecht Centraal,18,8,1,1,9,0.47058823529411764,True
2024-06,Eindhoven Centraal,Venlo,105,37,0,0,85,0.3523809523809524,True
2024-06,Eindhoven Centraal,Weert,516,73,2,2,204,0.14202334630350194,False
2024-06,Enkhuizen,'s-Hertogenbosch,215,138,6,0,182,0.641860465116279,True
2024-06,Enkhuizen,Amsterdam Centraal,221,58,4,3,111,0.26605504587155965,True
2024-06,Enkhuizen,Eindhoven Centraal,38,29,2,1,37,0.7837837837837838,True
2024-06,Enkhuizen,Heerlen,284,93,71,5,248,0.3333333333333333,True
2024-06,Enkhuizen,Hoofddorp,90,12,0,0,52,0.13333333333333333,False
2024-06,Enkhuizen,Hoorn,28,4,0,0,6,0.14285714285714285,False
2024-06,Enkhuizen,Maastricht,247,198,30,3,238,0.8114754098360656,True
2024-06,Enkhuizen,Roermond,65,21,5,1,64,0.328125,True
2024-06,Enkhuizen,Zaandam,70,8,0,0,19,0.11428571428571428,False
2024-06,Enschede,Almelo,4,0,0,0,1,0.0,False
2024-06,Enschede,Apeldoorn,180,21,3,1,144,0.11731843575418995,False
2024-06,Enschede,Den Haag Centraal,451,70,46,2,244,0.155902004454343,False
2024-06,Enschede,Deventer,66,21,1,1,30,0.3230769230769231,True
2024-06,Enschede,Rotterdam Centraal,61,8,0,0,38,0.13114754098360656,False
2024-06,Enschede,Schiphol Airport,514,226,39,4,346,0.44313725490196076,True
2024-06,Enschede,Utrecht Centraal,21,10,1,1,17,0.5,True
2024-06,Frankfurt (M) Hbf,Amsterdam Centraal,168,116,8,1,162,0.6946107784431138,True
2024-06,Frankfurt (M) Hbf,Utrecht Centraal,9,6,0,0,9,0.6666666666666666,True
2024-06,Gouda,Amsterdam Centraal,4,1,0,0,1,0.25,True
2024-06,Gouda,Den Haag Centraal,6,1,0,0,1,0.16666666666666666,False
2024-06,Gouda,Rotterdam Centraal,14,2,4,4,2,0.2,True
2024-06,Gouda,Utrecht Centraal,11,5,0,2,5,0.5555555555555556,True
2024-06,Gouda Goverwelle,Den Haag Centraal,172,33,3,3,93,0.1952662721893491,True
2024-06,Groningen,Amsterdam Centraal,7,3,0,0,7,0.42857142857142855,True
2024-06,Groningen,Assen,229,40,4,3,80,0.17699115044247787,False
2024-06,Groningen,Den Haag Centraal,490,105,22,3,385,0.21560574948665298,True
2024-06,Groningen,Leiden Centraal,19,8,1,0,15,0.42105263157894735,True
2024-06,Groningen,Meppel,8,2,0,0,5,0.25,True
2024-06,Groningen,Rotterdam Centraal,530,119,40,5,401,0.22666666666666666,True
2024-06,Groningen,Schiphol Airport,37,14,0,0,25,0.3783783783783784,True
2024-06,Groningen,Utrecht Centraal,18,7,2,0,10,0.3888888888888889,True
2024-06,Groningen,Zwolle,1001,161,19,5,690,0.16164658634538154,False
2024-06,Groningen Europapark,Zwolle,4,0,1,1,2,0.0,False
2024-06,Grou-Jirnsum,Akkrum,587,0,0,0,0,0.0,False
2024-06,Grou-Jirnsum,Leeuwarden,571,1,0,0,1,0.0017513134851138354,False
2024-06,Haarlem,Alkmaar,6,1,0,0,3,0.16666666666666666,False
2024-06,Haarlem,Amsterdam Centraal,31,6,0,0,9,0.1935483870967742,True
2024-06,Haarlem,Amsterdam Sloterdijk,40,2,0,0,11,0.05,False
2024-06,Haarlem,Den Haag Centraal,520,112,3,3,286,0.21663442940038685,True
2024-06,Haarlem,Den Haag HS,27,11,0,0,22,0.4074074074074074,True
2024-06,Haarlem,Hoofddorp,75,0,0,0,0,0.0,False
2024-06,Haarlem,Hoorn,36,4,0,0,22,0.1111111111111111,False
2024-06,Haarlem,Leiden Centraal,456,89,0,0,195,0.19517543859649122,True
2024-06,Haarlem,Zandvoort aan Zee,456,86,1,51,106,0.2123456790123457,True
2024-06,Hannover Hbf,Amsterdam Centraal,28,22,0,0,28,0.7857142857142857,True
2024-06,Harderwijk,Utrecht Centraal,8,1,0,0,6,0.125,False
2024-06,Harlingen Haven,Akkrum,42,0,0,0,0,0.0,False
2024-06,Harlingen Haven,Leeuwarden,42,0,0,0,0,0.0,False
2024-06,Heerlen,Eindhoven Centraal,380,87,18,3,144,0.23076923076923078,True
2024-06,Heerlen,Enkhuizen,253,18,50,3,220,0.072,False
2024-06,Heerlen,Rotterdam Centraal,6,1,0,0,5,0.16666666666666666,False
2024-06,Heerlen,Sittard,190,21,2,2,21,0.11170212765957446,False
2024-06,Heerlen,Utrecht Centraal,102,35,14,1,55,0.3465346534653465,True
2024-06,Heerlen,Weert,64,33,0,0,34,0.515625,True
2024-06,Hilversum,Amersfoort Centraal,23,0,0,0,0,0.0,False
2024-06,Hilversum,Utrecht Centraal,88,13,0,0,31,0.14772727272727273,False
2024-06,Hoofddorp,Almere Centrum,9,6,1,1,7,0.75,True
2024-06,Hoofddorp,Almere Oostvaarders,96,21,1,0,88,0.21875,True
2024-06,Hoofddorp,Amersfoort Centraal,201,113,4,2,191,0.5678391959798995,True
2024-06,Hoofddorp,Amersfoort Vathorst,450,191,14,2,444,0.4263392857142857,True
2024-06,Hoofddorp,Amsterdam Centraal,33,5,0,0,21,0.15151515151515152,False
2024-06,Hoofddorp,Enkhuizen,99,12,2,0,61,0.12121212121212122,False
2024-06,Hoofddorp,Haarlem,78,0,0,0,0,0.0,False
2024-06,Hoofddorp,Hoorn,187,27,1,1,115,0.14516129032258066,False
2024-06,Hoofddorp,Hoorn Kersenboogerd,100,30,1,1,71,0.30303030303030304,True
2024-06,Hoofddorp,Lelystad Centrum,1044,188,14,10,739,0.18181818181818182,False
2024-06,Hoofddorp,Rotterdam Centraal,37,9,3,0,31,0.24324324324324326,True
2024-06,Hoofddorp,Schiphol Airport,6,4,0,0,4,0.6666666666666666,True
2024-06,Hoofddorp,Utrecht Centraal,449,92,18,14,347,0.21149425287356322,True
2024-06,Hoofddorp,Weesp,13,4,0,0,5,0.3076923076923077,True
2024-06,Hoorn,Alkmaar,31,9,0,0,24,0.2903225806451613,True
2024-06,Hoorn,Amsterdam Centraal,934,205,31,3,751,0.22019334049409237,True
2024-06,Hoorn,Amsterdam Sloterdijk,35,1,0,0,15,0.02857142857142857,False
2024-06,Hoorn,Haarlem,58,12,3,0,38,0.20689655172413793,True
2024-06,Hoorn,Hoofddorp,190,35,2,2,150,0.18617021276595744,False
2024-06,Hoorn,Zaandam,72,2,0,0,48,0.027777777777777776,False
2024-06,Hoorn Kersenboogerd,Den Haag Centraal,456,56,52,5,404,0.12416851441241686,False
2024-06,Hoorn Kersenboogerd,Hoofddorp,148,73,1,1,125,0.4965986394557823,True
2024-06,Innsbruck Hbf,Nürnberg Hbf,8,0,2,2,0,0.0,False
2024-06,Kampen Zuid,Lelystad Centrum,6,1,0,0,1,0.16666666666666666,False
2024-06,Kampen Zuid,Zwolle,4,0,0,0,0,0.0,False
2024-06,Köln Hbf,Amsterdam Centraal,16,5,0,0,14,0.3125,True
2024-06,Leeuwarden,Akkrum,840,0,0,0,0,0.0,False
2024-06,Leeuwarden,Den Haag Centraal,217,61,9,1,195,0.2824074074074074,True
2024-06,Leeuwarden,Grou-Jirnsum,577,0,0,0,0,0.0,False
2024-06,Leeuwarden,Harlingen Haven,42,0,0,0,0,0.0,False
2024-06,Leeuwarden,Heerenveen,14,0,0,0,0,0.0,False
2024-06,Leeuwarden,Lelystad Centrum,394,53,11,3,241,0.13554987212276215,False
2024-06,Leeuwarden,Rotterdam Centraal,226,45,20,1,205,0.2,True
2024-06,Leeuwarden,Schiphol Airport,32,14,0,0,26,0.4375,True
2024-06,Leeuwarden,Utrecht Centraal,28,7,0,0,24,0.25,True
2024-06,Leeuwarden,Zwolle,16,6,2,0,14,0.375,True
2024-06,Leiden Centraal,'s-Hertogenbosch,500,312,25,0,435,0.624,True
2024-06,Leiden Centraal,Almere Oostvaarders,258,79,11,3,222,0.30980392156862746,True
2024-06,Leiden Centraal,Amsterdam Bijlmer ArenA,8,0,0,0,4,0.0,False
2024-06,Leiden Centraal,Amsterdam Centraal,147,57,16,16,97,0.4351145038167939,True
2024-06,Leiden Centraal,Den Haag Centraal,254,29,0,0,123,0.1141732283464567,False
2024-06,Leiden Centraal,Den Haag HS,19,10,0,0,11,0.5263157894736842,True
2024-06,Leiden Centraal,Dordrecht,49,11,0,0,40,0.22448979591836735,True
2024-06,Leiden Centraal,Haarlem,572,147,0,0,220,0.256993006993007,True
2024-06,Leiden Centraal,Rotterdam Centraal,4,0,0,0,2,0.0,False
2024-06,Leiden Centraal,Schiphol Airport,250,0,0,0,0,0.0,False
2024-06,Leiden Centraal,Tiel,574,359,12,0,553,0.6254355400696864,True
2024-06,Leiden Centraal,Utrecht Centraal,270,56,23,14,112,0.21875,True
2024-06,Leiden Centraal,Vlissingen,58,10,1,0,55,0.1724137931034483,False
2024-06,Lelystad Centrum,Akkrum,218,65,6,0,127,0.2981651376146789,True
2024-06,Lelystad Centrum,Amsterdam Centraal,18,3,0,0,8,0.16666666666666666,False
2024-06,Lelystad Centrum,Den Haag Centraal,38,7,0,0,15,0.18421052631578946,False
2024-06,Lelystad Centrum,Dordrecht,236,74,22,2,191,0.3162393162393162,True
2024-06,Lelystad Centrum,Groningen,20,3,0,0,16,0.15,False
2024-06,Lelystad Centrum,Hoofddorp,1073,460,23,8,741,0.431924882629108,True
2024-06,Lelystad Centrum,Kampen Zuid,6,1,0,0,1,0.16666666666666666,False
2024-06,Lelystad Centrum,Leeuwarden,371,104,22,2,230,0.28184281842818426,True
2024-06,Lelystad Centrum,Leiden Centraal,16,5,0,0,16,0.3125,True
2024-06,Lelystad Centrum,Utrecht Centraal,67,26,1,1,48,0.3939393939393939,True
2024-06,Lelystad Centrum,Zwolle,418,91,1,1,125,0.2182254196642686,True
2024-06,London St. Pancras Int.,Amsterdam Centraal,89,79,2,0,88,0.8876404494382022,True
2024-06,Maastricht,Alkmaar,322,92,46,5,278,0.2902208201892745,True
2024-06,Maastricht,Amsterdam Centraal,55,20,15,4,46,0.39215686274509803,True
2024-06,Maastricht,Amsterdam Muiderpoort,34,17,0,0,29,0.5,True
2024-06,Maastricht,Den Helder,33,7,10,1,31,0.21875,True
2024-06,Maastricht,Eindhoven Centraal,45,23,1,0,33,0.5111111111111111,True
2024-06,Maastricht,Enkhuizen,243,37,40,6,204,0.15611814345991562,False
2024-06,Maastricht,Hoorn,24,13,5,1,21,0.5652173913043478,True
2024-06,Maastricht,Hoorn Kersenboogerd,11,4,3,1,9,0.4,True
2024-06,Maastricht,Roosendaal,212,63,11,0,171,0.2971698113207547,True
2024-06,Maastricht,Rotterdam Centraal,4,4,0,0,4,1.0,True
2024-06,Maastricht,Sittard,71,5,0,0,5,0.07042253521126761,False
2024-06,Maastricht,Utrecht Centraal,67,27,2,0,45,0.40298507462686567,True
2024-06,Maastricht,Weert,69,8,0,0,12,0.11594202898550725,False
2024-06,Marne-la-Vallée-Chessy,Amsterdam Centraal,19,16,0,0,19,0.8421052631578947,True
2024-06,Meppel,Akkrum,5,2,0,0,4,0.4,True
2024-06,Meppel,Groningen,5,0,0,0,0,0.0,False
2024-06,Meppel,Zwolle,8,2,0,0,2,0.25,True
2024-06,Nijmegen,'s-Hertogenbosch,155,90,0,1,154,0.5844155844155844,True
2024-06,Nijmegen,Alkmaar,67,17,8,1,59,0.25757575757575757,True
2024-06,Nijmegen,Amsterdam Centraal,201,45,6,0,148,0.22388059701492538,True
2024-06,Nijmegen,Amsterdam Muiderpoort,37,22,1,0,32,0.5945945945945946,True
2024-06,Nijmegen,Arnhem Centraal,156,23,0,0,33,0.14743589743589744,False
2024-06,Nijmegen,Breda,32,8,0,0,32,0.25,True
2024-06,Nijmegen,Den Helder,849,113,79,4,729,0.13372781065088757,False
2024-06,Nijmegen,Dordrecht,332,64,16,3,328,0.1945288753799392,True
2024-06,Nijmegen,Schiphol Airport,589,274,73,16,476,0.4781849912739965,True
2024-06,Nijmegen,Utrecht Centraal,59,18,2,0,42,0.3050847457627119,True
2024-06,Nijmegen,Zutphen,293,53,9,4,147,0.18339100346020762,False
2024-06,Nijmegen,Zwolle,27,3,0,0,18,0.1111111111111111,False
2024-06,Noorderkempen,Breda,32,0,0,0,0,0.0,False
2024-06,Nürnberg Hbf,Amsterdam Centraal,28,21,5,5,22,0.9130434782608695,True
2024-06,Olst,'s-Hertogenbosch,4,1,0,0,4,0.25,True
2024-06,Oss,'s-Hertogenbosch,6,2,0,0,3,0.3333333333333333,True
2024-06,Oss,Deurne,27,5,3,0,23,0.18518518518518517,False
2024-06,Oss,Eindhoven Centraal,48,0,0,0,0,0.0,False
2024-06,Paris-Nord,Amsterdam Centraal,300,222,5,0,283,0.74,True
2024-06,Paris-Nord,Schiphol Airport,6,6,0,0,6,1.0,True
2024-06,Rhenen,Alkmaar,8,1,0,0,7,0.125,False
2024-06,Rhenen,Amsterdam Bijlmer ArenA,66,16,3,1,29,0.24615384615384617,True
2024-06,Rhenen,Amsterdam Centraal,13,6,0,0,12,0.46153846153846156,True
2024-06,Rhenen,Breukelen,990,251,17,9,553,0.2558613659531091,True
2024-06,Rhenen,Den Helder,5,2,0,0,5,0.4,True
2024-06,Rhenen,Utrecht Centraal,31,6,0,0,11,0.1935483870967742,True
2024-06,Roermond,Eindhoven Centraal,66,17,0,0,19,0.25757575757575757,True
2024-06,Roermond,Enkhuizen,65,10,5,1,58,0.15625,False
2024-06,Roermond,Sittard,201,0,0,0,0,0.0,False
2024-06,Roosendaal,'s-Hertogenbosch,26,10,0,0,16,0.38461538461538464,True
2024-06,Roosendaal,Amsterdam Centraal,27,5,2,1,25,0.19230769230769232,True
2024-06,Roosendaal,Arnhem Centraal,87,16,0,0,79,0.1839080459770115,False
2024-06,Roosendaal,Bergen op Zoom,20,10,1,1,10,0.5263157894736842,True
2024-06,Roosendaal,Delft,5,1,0,0,5,0.2,True
2024-06,Roosendaal,Den Haag Centraal,59,13,2,1,52,0.22413793103448276,True
2024-06,Roosendaal,Den Haag HS,8,0,0,0,6,0.0,False
2024-06,Roosendaal,Dordrecht,766,274,19,11,435,0.3629139072847682,True
2024-06,Roosendaal,Eindhoven Centraal,6,1,0,0,2,0.16666666666666666,False
2024-06,Roosendaal,Maastricht,218,190,7,0,203,0.8715596330275229,True
2024-06,Roosendaal,Rotterdam Centraal,20,7,0,0,15,0.35,True
2024-06,Roosendaal,Vlissingen,361,114,13,7,320,0.3220338983050847,True
2024-06,Roosendaal,Zutphen,23,4,1,1,22,0.18181818181818182,False
2024-06,Roosendaal,Zwijndrecht,22,9,0,0,13,0.4090909090909091,True
2024-06,Roosendaal,Zwolle,780,206,53,8,728,0.266839378238342,True
2024-06,Rotterdam Centraal,Akkrum,286,111,47,6,252,0.3964285714285714,True
2024-06,Rotterdam Centraal,Amersfoort Centraal,32,5,0,0,11,0.15625,False
2024-06,Rotterdam Centraal,Amsterdam Centraal,1124,457,114,109,725,0.45024630541871924,True
2024-06,Rotterdam Centraal,Amsterdam Muiderpoort,36,11,1,1,35,0.3142857142857143,True
2024-06,Rotterdam Centraal,Amsterdam Sloterdijk,68,23,0,0,63,0.3382352941176471,True
2024-06,Rotterdam Centraal,Amsterdam Zuid,54,15,0,0,19,0.2777777777777778,True
2024-06,Rotterdam Centraal,Arnhem Centraal,98,25,7,2,80,0.2604166666666667,True
2024-06,Rotterdam Centraal,Breda,31,22,0,0,22,0.7096774193548387,True
2024-06,Rotterdam Centraal,Brussel-Zuid Midi,25,0,1,0,16,0.0,False
2024-06,Rotterdam Centraal,Delft,34,13,0,0,14,0.38235294117647056,True
2024-06,Rotterdam Centraal,Den Haag Centraal,124,4,0,0,54,0.03225806451612903,False
2024-06,Rotterdam Centraal,Den Haag HS,8,1,0,0,4,0.125,False
2024-06,Rotterdam Centraal,Dordrecht,105,23,8,8,42,0.23711340206185566,True
2024-06,Rotterdam Centraal,Eindhoven Centraal,248,111,12,6,199,0.45867768595041325,True
2024-06,Rotterdam Centraal,Enschede,64,6,0,0,52,0.09375,False
2024-06,Rotterdam Centraal,Gouda,15,4,6,6,4,0.4444444444444444,True
2024-06,Rotterdam Centraal,Gouda Goverwelle,29,9,0,0,17,0.3103448275862069,True
2024-06,Rotterdam Centraal,Groningen,526,163,22,1,450,0.31047619047619046,True
2024-06,Rotterdam Centraal,Hoofddorp,35,6,5,0,34,0.17142857142857143,False
2024-06,Rotterdam Centraal,Leeuwarden,215,61,17,2,186,0.2863849765258216,True
2024-06,Rotterdam Centraal,Leiden Centraal,4,0,0,0,2,0.0,False
2024-06,Rotterdam Centraal,Lelystad Centrum,16,3,1,1,8,0.2,True
2024-06,Rotterdam Centraal,Rotterdam Lombardijen,6,1,0,0,1,0.16666666666666666,False
2024-06,Rotterdam Centraal,Rotterdam Stadion,10,6,0,0,7,0.6,True
2024-06,Rotterdam Centraal,Uitgeest,835,341,81,12,793,0.41433778857837184,True
2024-06,Rotterdam Centraal,Utrecht Centraal,917,144,61,54,470,0.16685979142526072,False
2024-06,Rotterdam Centraal,Venlo,6,1,0,0,6,0.16666666666666666,False
